#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Saccharomyces cerevisiae YJM993	1294331	PRJNA189879	189879	Fungi	Ascomycetes	12.502	38.5258	GCA_000662435.1	16	1	1	-	18	6961	5471	2014/05/01	2014/05/01	Chromosome with gaps	Duke University	SAMN01923145
Toxoplasma gondii VEG	432359	PRJNA19097	19097	Protists	Apicomplexans	64.5173	52.4	GCA_000150015.2	-	-	-	AAYL02	1359	8563	8410	2007/03/26	2013/11/19	Scaffold	TIGR	SAMN01081685
Candida tropicalis	5482	PRJNA238598	238598	Fungi	Ascomycetes	15.3268	33.1	GCA_000633855.1	-	-	-	JGYC01	150	-	-	2014/04/18	2014/05/20	Scaffold	Nanjing Tech University	SAMN02650963
Trichophyton rubrum MR850	1215337	PRJNA186826	186826	Fungi	Ascomycetes	23.1653	47.2	GCA_000616765.1	-	-	-	AOKR01	535	9032	10686	2014/04/02	2014/04/08	Scaffold	Broad Institute	SAMN01091670
Eucalyptus grandis	71139	PRJNA49047	49047	Plants	Land Plants	691.27	39.3	GCA_000612305.1	-	-	-	AUSX01	4950	36779	46920	2014/04/02	2014/06/25	Scaffold	Geneglob	SAMN02230419
Penicillium chrysogenum NCPC10086	1297591	PRJNA190642	190642	Fungi	Ascomycetes	32.3034	48.9	GCA_000523475.1	-	-	-	APKG01	175	-	-	2014/01/27	2014/08/11	Scaffold	New Drug R&D Center of North China Pharmaceutical Corporation and National Engineering Research Center for Microbial Medicine	SAMN02981515
Dendroctonus ponderosae	77166	PRJNA179493	179493	Animals	Insects	261.334	36.2	GCA_000346045.2	-	-	-	APGL01	6520	12838	13031	2013/03/07	2013/09/27	Scaffold	BC Cancer Agency, Canada's Michael Smith Genome Sciences Centre	SAMN01121786
Cimex lectularius	79782	PRJNA167477	167477	Animals	Insects	650.478	34.8	GCA_000648675.1	-	-	-	JHUN01	1402	-	-	2014/04/28	2014/05/01	Scaffold	The i5k Initiative	SAMN02434893
Drechslerella stenobrocha 248	1043628	PRJNA67941	67941	Fungi	Ascomycetes	21.1745	52.4	GCA_000525045.1	-	-	-	ASQI01	100	5597	5597	2014/01/31	2014/08/11	Scaffold	Institute of Microbiology, Chinese Academy of Sciences	SAMN02981537
Pochonia chlamydosporia 123	1052797	PRJNA68669	68669	Fungi	Ascomycetes	42.4264	49.9	GCA_000411695.1	-	-	-	AOSW01	956	-	-	2013/05/22	2014/08/11	Scaffold	Pochonia Sequencing Project	SAMN02981506
Glarea lozoyensis ATCC 20868	1116229	PRJNA72229	72229	Fungi	Ascomycetes	39.5097	45.8	GCA_000409485.1	-	-	-	ALVE01	22	13083	13083	2013/06/10	2014/08/11	Scaffold	Institute Of Microbiology, Chinese Academy of Sciences 	SAMN02981444
Copidosoma floridanum	29053	PRJNA171748	171748	Animals	Insects	555.045	36.3	GCA_000648655.1	-	-	-	JBOX01	5445	-	-	2014/04/28	2014/06/27	Scaffold	The i5k Initiative	SAMN02265491
Onthophagus taurus	166361	PRJNA167478	167478	Animals	Insects	270.534	33.1	GCA_000648695.1	-	-	-	JHOM01	7077	-	-	2014/04/28	2014/06/27	Scaffold	The i5k Initiative	SAMN02628949
Fonticula alba	691883	PRJNA189482	189482	Protists	Other Protists	31.2965	67.9	GCA_000388065.2	-	-	-	AROH01	214	6457	6309	2013/05/02	2014/05/01	Scaffold	Broad Institute	SAMN02741864
Heterobasidion irregulare TC 32-1	747525	PRJNA46703	46703	Fungi	Basidiomycetes	33.65	52.2	GCA_000320585.2	-	-	-	AEOJ01	15	13272	13275	2012/06/13	2014/05/05	Scaffold	JGI	SAMN02743865
Camelina sativa	90675	PRJNA231618	231618	Plants	Land Plants	641.356	37.3259	GCA_000633955.1	20	-	-	JFZQ01	37212	-	-	2014/04/17	2014/04/24	Chromosome	Agriculture & AgriFood Canada	SAMN02644653
Nelumbo nucifera	4432	PRJNA168000	168000	Plants	Land Plants	805.101	38.2999	GCA_000365185.2	-	1	-	AQOG01	3619	130	84	2013/04/15	2013/08/08	Scaffold	University of Illinois at Urbana-Champaign	SAMN02054413
Trichophyton interdigitale H6	1215336	PRJNA186827	186827	Fungi	Ascomycetes	21.9384	48.9	GCA_000616785.1	-	-	-	AOKS01	2831	8221	8397	2014/04/02	2014/04/08	Scaffold	Broad Institute	SAMN01091669
Flammulina velutipes KACC42780	1300067	PRJNA191921	191921	Fungi	Basidiomycetes	35.6425	49.7661	GCA_000633125.1	11	-	-	AQHU01	11	-	-	2014/04/17	2014/04/21	Chromosome	Konkuk University, Rural Development Administration	SAMN01940701
Limnephilus lunatus	1218281	PRJNA203303	203303	Animals	Insects	1345.86	34.8	GCA_000648945.1	-	-	-	JDSM01	68834	-	-	2014/04/28	2014/06/27	Scaffold	The i5k Initiative	SAMN02211182
Ophiostoma piceae UAMH 11346	1262450	PRJNA182071	182071	Fungi	Ascomycetes	32.8404	53.4	GCA_000410735.1	-	-	-	AQHS01	45	8884	8884	2013/06/12	2014/08/04	Scaffold	University of British Columbia	SAMN02179239
Sporothrix schenckii ATCC 58251	1391915	PRJNA217088	217088	Fungi	Ascomycetes	32.228	55.1	GCA_000474925.1	-	-	-	AWEQ01	29	8805	8674	2013/10/18	2014/08/04	Scaffold	Broad Institute	SAMN00103270
Acanthoscurria geniculata	575412	PRJNA222716	222716	Animals	Other Animals	7178.4	-	GCA_000661875.1	-	-	-	AZMS01	4986575	-	-	-	-	Scaffold	BGI	SAMN02720822
Cladonia metacorallifera KoLRI002260	1400770	PRJNA219240	219240	Fungi	Ascomycetes	36.6821	44.9	GCA_000482085.2	-	-	-	AXCT02	30	-	-	2013/10/23	2014/08/11	Scaffold	Seoul National University	SAMN02981562
Diplodia pinea CMW190	1400760	PRJNA215898	215898	Fungi	Ascomycetes	36.0534	56.9	GCA_000671355.1	-	-	-	AXCF01	2048	-	-	2014/05/02	2014/05/02	Contig	Forestry and Agricultural Biotechnology Institute, University of Pretoria	SAMN02333269
Brugia malayi	6279	PRJNA10729	10729	Animals	Roundworms	93.6591	29.4993	GCA_000002995.2	-	1	-	AAQA01	24286	11452	11472	2007/07/30	2014/08/06	Scaffold	WormBase group, EBI	SAMN02953652
Ancylostoma ceylanicum	53326	PRJNA231479	231479	Animals	Roundworms	313.093	43.5	GCA_000688135.1	-	-	-	JARK01	1736	36687	65583	2014/03/25	2014/03/25	Contig	Cornell University	SAMN02585415
Dekkera bruxellensis LAMAP2480	1436216	PRJNA231184	231184	Fungi	Ascomycetes	26.9938	40	GCA_000688595.1	-	-	-	AZMW01	-	-	-	2014/03/13	2014/08/11	Contig	Fraunhofer Chile Research Center for Systems Biotechnology	SAMN02981576
Anncaliia algerae PRA109	1240240	PRJNA188094	188094	Fungi	Other Fungi	17.5349	23.2	GCA_000385855.2	-	-	-	AOMV02	7113	5330	5245	2013/04/30	2014/05/06	Scaffold	Broad Institute	SAMN01907311
Anncaliia algerae PRA339	1288291	PRJNA188095	188095	Fungi	Other Fungi	12.1634	23.6	GCA_000385875.2	-	-	-	AOMW02	431	3661	3598	2013/04/30	2014/05/06	Scaffold	Broad Institute	SAMN01907312
Poecilia reticulata	8081	PRJNA238429	238429	Animals	Fishes	731.622	40.2816	GCA_000633615.2	23	1	-	AZHG01	3029	26362	42641	2014/04/17	2014/05/08	Chromosome	Max Planck Institute for Developmental Biology	SAMN02404645
Hanseniaspora vineae	56409	PRJNA238564	238564	Fungi	Ascomycetes	11.3833	37.4	GCA_000585475.2	-	-	-	JFAV02	305	-	-	2014/03/04	2014/06/18	Contig	Facultad de Ciencias	SAMN02644989
Tyto alba	56313	PRJNA212909	212909	Animals	Birds	1120.14	40.2	GCA_000687205.1	-	-	-	JJRD01	62122	-	-	2014/04/30	2014/05/08	Scaffold	BGI	SAMN02339894
Phoenicopterus ruber ruber	9218	PRJNA212904	212904	Animals	Birds	1132.18	41.9	GCA_000687265.1	-	-	-	JJRE01	76189	-	-	2014/04/30	2014/05/08	Scaffold	BGI	SAMN02339890
Phaethon lepturus	97097	PRJNA212902	212902	Animals	Birds	1152.96	41.5	GCA_000687285.1	-	-	-	JJRF01	66785	-	-	2014/04/30	2014/05/08	Scaffold	BGI	SAMN02339888
Phytophthora rubi	129364	PRJNA244739	244739	Protists	Other Protists	47.6718	53.9	GCA_000687305.1	-	-	-	JMRJ01	-	-	-	2014/05/08	2014/05/08	Contig	Shenzhen Entry-Exit Inspection and Quarantine Bureau	SAMN02728490
Pelecanus crispus	36300	PRJNA212901	212901	Animals	Birds	1160.92	41.4	GCA_000687375.1	-	-	-	JJRG01	63982	-	-	2014/05/01	2014/05/09	Scaffold	BGI	SAMN02339887
Villosiclava virens	1159556	PRJNA240653	240653	Fungi	Ascomycetes	39.3977	49.9	GCA_000687475.1	-	-	-	JHTR01	449	8426	8426	2014/05/09	2014/05/09	Contig	China Agricultural University	SAMN02693461
Cavia aperea	37548	PRJNA212237	212237	Animals	Mammals	2716.4	42.2	GCA_000688575.1	-	-	-	AVPZ01	3131	-	-	2014/01/21	2014/01/23	Contig	Leibniz Institute for Zoo and Wildlife research	SAMN02252454
Penicillium expansum	27334	PRJNA225688	225688	Fungi	Ascomycetes	31.4157	48.2	GCA_000688875.1	-	-	-	JHUC01	1231	-	-	2014/04/08	2014/06/24	Contig	JCVI	SAMN02716838
Ursus maritimus	29073	PRJNA210951	210951	Animals	Mammals	2301.38	41.7	GCA_000687225.1	-	1	-	AVOR01	23819	27090	28887	2014/05/08	2014/05/09	Scaffold	BGI-Shenzhen	SAMN02729226
Cariama cristata	54380	PRJNA212889	212889	Animals	Birds	1132.25	41.2	GCA_000690535.1	-	-	-	JJRQ01	53474	-	-	2014/05/05	2014/05/12	Scaffold	BGI	SAMN02318733
Mus musculus	10090	PRJNA11777	11777	Animals	Mammals	2798.79	41.8942	GCA_000001635.4	21	1	-	-	276	44498	73463	2004/09/02	2013/12/27	Chromosome	Universidad de Zaragoza	-
Populus trichocarpa	3694	PRJNA10772	10772	Plants	Land Plants	485.668	34.0464	GCA_000002775.1	-	1	-	AARH01	22013	71581	74446	2006/09/14	2014/08/06	Chromosome	US DOE Joint Genome Institute (JGI	-
Gavia stellata	37040	PRJNA212895	212895	Animals	Birds	1129.68	41.1	GCA_000690875.1	-	-	-	JJRM01	61830	-	-	2014/05/03	2014/05/13	Scaffold	BGI	SAMN02324832
Helicosporidium sp. ATCC 50920	1291522	PRJNA188927	188927	Plants	Green Algae	12.3738	61.7	GCA_000690575.1	-	-	-	AYPS01	-	6033	6033	2014/05/13	2014/05/13	Contig	University of British Columbia	SAMN02384563
Glossina fuscipes fuscipes	201502	PRJNA172853	172853	Animals	Insects	374.775	33.6	GCA_000671735.1	-	-	-	JFJR01	2395	-	-	2014/05/02	2014/05/08	Scaffold	Glossina Genomes Consortium	SAMN02742630
Glossina brevipalpis	37001	PRJNA182187	182187	Animals	Insects	315.36	31.2	GCA_000671755.1	-	-	-	JFJS01	1651	-	-	2014/05/02	2014/05/08	Scaffold	Glossina Genomes Consortium	SAMN02742631
Colius striatus	57412	PRJNA212892	212892	Animals	Birds	1075.93	41	GCA_000690715.1	-	-	-	JJRP01	70188	-	-	2014/05/05	2014/05/13	Scaffold	BGI	SAMN02324230
Eurypyga helias	54383	PRJNA212893	212893	Animals	Birds	1088.02	42.3	GCA_000690775.1	-	-	-	JJRO01	62699	-	-	2014/05/05	2014/05/13	Scaffold	BGI	SAMN02324546
Fulmarus glacialis	30455	PRJNA212894	212894	Animals	Birds	1141.4	41.2	GCA_000690835.1	-	-	-	JJRN01	57389	-	-	2014/05/03	2014/05/13	Scaffold	BGI	SAMN02324803
Candida albicans Ca529L	1325634	PRJNA200311	200311	Fungi	Ascomycetes	14.6713	33.5	GCA_000691765.1	-	-	-	ASHC01	87	-	-	2014/05/15	2014/05/15	Scaffold	Broad Institute	SAMN02058435
Brassica napus	3708	PRJNA237736	237736	Plants	Land Plants	930.121	37.3683	GCA_000686985.1	19	-	-	JMKK01	1373	-	-	2014/05/05	2014/05/15	Chromosome	BGI-Shenzhen	SAMN02742820
Aspergillus oryzae 100-8	1197718	PRJNA168079	168079	Fungi	Ascomycetes	36.7693	48.3	GCA_000691885.1	-	-	-	AMCJ01	210	11188	11187	2014/05/16	2014/06/13	Contig	Tianjin University of Science & Technology	SAMN02782205
Babesia microti strain RI	1133968	PRJEA72411	72411	Protists	Apicomplexans	6.39244	36.2826	GCA_000691945.1	3	1	-	-	4	3554	3492	2012/08/02	2012/12/12	Chromosome with gaps	Universite Montpellier 1	-
Stegastes partitus	144197	PRJNA89147	89147	Animals	Fishes	800.492	42.1	GCA_000690725.1	-	-	-	JMKM01	5818	24865	31597	2014/05/12	2014/05/13	Scaffold	Aquatic Genome Models	SAMN02743342
Trypanosoma grayi	71804	PRJNA244495	244495	Protists	Kinetoplasts	20.9341	53.9	GCA_000691245.1	-	-	-	JMRU01	2871	10676	10583	2014/05/15	2014/06/17	Contig	University of Dundee	SAMN02726834
Haliaeetus albicilla	8969	PRJNA212896	212896	Animals	Birds	1133.55	40.9	GCA_000691405.1	-	-	-	JJRL01	50905	-	-	2014/05/02	2014/05/15	Scaffold	BGI	SAMN02333670
Merops nubicus	57421	PRJNA212898	212898	Animals	Birds	1062.96	41.7	GCA_000691845.1	-	-	-	JJRJ01	53499	-	-	2014/05/01	2014/05/16	Scaffold	BGI	SAMN02338310
Ganoderma lucidum BCRC 37177	939174	PRJDA61381	61381	Fungi	Basidiomycetes	44.0804	55.5	GCA_000338035.1	-	-	-	BACH01	3275	-	-	2013/02/01	2013/05/14	Contig	Ganoderma lucidum Research Consortium	-
Opisthocomus hoazin	30419	PRJNA212873	212873	Animals	Birds	1203.71	42.4	GCA_000692075.1	-	-	-	JMFL01	10256	-	-	2014/05/13	2014/05/19	Scaffold	BGI	SAMN02302474
Anguilla anguilla	7936	PRJNA73577	73577	Animals	Fishes	1018.7	-	GCA_000695075.1	-	-	-	AZBK01	501148	158365	202931	2014/05/20	2014/05/20	Scaffold	ZF-screens B.V.	SAMN02777865
Pleurobrachia bachei	34499	PRJNA213480	213480	Animals	Other Animals	156.122	43.5	GCA_000695325.1	-	-	-	AVPN01	-	-	-	2014/05/21	2014/05/27	Contig	University of Florida	SAMN00007488
Bactrocera tryoni	59916	PRJNA241080	241080	Animals	Insects	519.006	38.8	GCA_000695345.1	-	-	-	JHQJ01	-	-	-	2014/05/21	2014/05/21	Contig	Queensland Fruit Fly Consortium	SAMN02670756
Picea glauca	3330	PRJNA83435	83435	Plants	Land Plants	25471.9	-	GCA_000411955.3	-	-	-	ALWZ03	4178512	-	-	2013/05/17	2014/05/22	Scaffold	The SMarTForests Project	SAMN01120252
Rhizoctonia solani AG-8 WAC10335	1287689	PRJNA187548	187548	Fungi	Basidiomycetes	39.8229	48.8	GCA_000695385.1	-	-	-	AVOZ01	857	13952	13952	2014/05/21	2014/05/23	Scaffold	Commonwealth Scientific and Industrial Research Organisation	SAMN02795944
Tribolium castaneum	7070	PRJNA12540	12540	Animals	Insects	210.265	38.3665	GCA_000002335.2	10	1	-	AAJJ01	2322	13244	18076	2005/08/17	2014/05/30	Chromosome	Baylor College of Medicine	SAMN02953634
Brassica oleracea var. oleracea	109376	PRJNA217459	217459	Plants	Land Plants	488.594	37.2104	GCA_000695525.1	9	-	-	JJMF01	32885	-	-	2014/05/22	2014/05/27	Chromosome	CanSeq	SAMN02584321
Pachypsylla venusta	38123	PRJNA167476	167476	Animals	Insects	701.763	35.2	GCA_000695645.1	-	-	-	AZLD01	23085	-	-	2014/05/22	2014/06/27	Scaffold	The i5k Initiative	SAMN02209966
Glossina pallidipes	7398	PRJNA184812	184812	Animals	Insects	357.332	34.1	GCA_000688715.1	-	-	-	JMRQ01	1726	-	-	2014/05/09	2014/05/12	Scaffold	Glossina Genomes Consortium	SAMN02768704
Glossina austeni	7395	PRJNA189552	189552	Animals	Insects	370.265	34.1	GCA_000688735.1	-	-	-	JMRR01	2205	-	-	2014/05/09	2014/05/12	Scaffold	Glossina Genomes Consortium	SAMN02768703
Egretta garzetta	188379	PRJNA232959	232959	Animals	Birds	1206.48	42.2	GCA_000687185.1	-	-	-	JJRC01	11790	-	-	2014/04/29	2014/05/09	Scaffold	College of Medicine and Forensics, Xi'an Jiaotong University	SAMN02596466
Leptosomus discolor	188344	PRJNA212897	212897	Animals	Birds	1136.24	41.8	GCA_000691785.1	-	-	-	JJRK01	57160	-	-	2014/05/02	2014/05/23	Scaffold	BGI	SAMN02333687
Acanthisitta chloris	57068	PRJNA212877	212877	Animals	Birds	1035.88	41.6	GCA_000695815.1	-	-	-	JJRS01	53875	-	-	2014/05/06	2014/05/27	Scaffold	BGI	SAMN02318032
Colletotrichum sublineola	1173701	PRJNA246670	246670	Fungi	Ascomycetes	46.7558	53.3	GCA_000696135.1	-	-	-	JMSE01	1625	12699	12699	2014/05/27	2014/06/18	Contig	Universidad de Salamanca	SAMN02769489
Saprolegnia parasitica CBS 223.65	695850	PRJNA36583	36583	Protists	Other Protists	53.1316	58.4	GCA_000151545.2	-	-	-	ADCG02	1443	20435	20121	2010/02/04	2014/05/29	Scaffold	Broad Institute	SAMN02981252
Solanum lycopersicum	4081	PRJNA119	119	Plants	Land Plants	781.509	34.9315	GCA_000188115.1	12	1	-	AEKE02	3224	27540	26368	2010/12/10	2011/02/08	Chromosome	Solanaceae Genomics Project	SAMN02981290
Schmidtea mediterranea	79327	PRJNA183840	183840	Animals	Flatworms	700.726	29.3	GCA_000691995.1	-	-	-	ASXR01	12782	-	-	2014/05/16	2014/05/30	Scaffold	Schmidtea mediterranea Genome	SAMN02782184
Oryza barthii	65489	PRJNA30379	30379	Plants	Land Plants	308.272	42.0761	GCA_000182155.3	12	-	-	ABRL02	12	-	-	2009/04/21	2014/05/08	Chromosome	Oryza Chr3 Short Arm Comparative Sequencing Project	SAMN02953732
Citrus sinensis	2711	PRJNA225968	225968	Plants	Land Plants	319.225	34.6	GCA_000695605.1	-	-	-	JJOQ01	12573	28195	51718	2014/05/22	2014/05/30	Scaffold	DOE-Joint Genome Institute	SAMN02389851
Oncopeltus fasciatus	7536	PRJNA229125	229125	Animals	Insects	1098.67	32.7	GCA_000696205.1	-	-	-	JHQO01	17222	-	-	2014/05/27	2014/06/27	Scaffold	BCM-HGSC i5k Pilot	SAMN02645558
Aquila chrysaetos canadensis	216574	PRJNA222866	222866	Animals	Birds	1548.48	41.7	GCA_000696035.1	-	-	-	JDSB01	42881	-	-	2014/05/23	2014/05/30	Scaffold	Purdue University	SAMN02371870
Ciona intestinalis	7719	PRJNA166	166	Animals	Other Animals	116.733	36.1	GCA_000183065.1	-	-	-	AABS01	2501	13537	13808	2002/12/12	2014/08/01	Contig	DOE Joint Genome Institute	SAMN02769623
Homo sapiens	9606	PRJNA10793	10793	Animals	Mammals	158.33	40.9	GCA_000002135.3	1	-	-	-	6	2109	1645	2004/08/11	2013/08/13	Chromosome	The Centre for Applied Genomics	-
Yarrowia lipolytica PO1f	1445506	PRJNA233955	233955	Fungi	Ascomycetes	20.6238	49.0096	GCA_000590845.2	6	-	-	JAFI02	6	-	-	2014/03/13	2014/06/03	Chromosome	University of Texas at Austin	SAMN02731087
Rhizopus oryzae HUMC 02	1279480	PRJNA186018	186018	Fungi	Other Fungi	40.2872	34.6	GCA_000697605.1	-	-	-	JNDZ01	2313	-	-	2014/06/02	2014/06/02	Scaffold	IGS	SAMN02352651
Rhizopus oryzae B7407	1274785	PRJNA184879	184879	Fungi	Other Fungi	43.2723	34.9	GCA_000696915.1	-	-	-	JNDL01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02347467
Rhizopus oryzae Type I NRRL 13440	1279475	PRJNA186013	186013	Fungi	Other Fungi	43.351	35.2	GCA_000697075.1	-	-	-	JNDU01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02352532
Rhizopus oryzae Type I NRRL 18148	1279476	PRJNA186014	186014	Fungi	Other Fungi	47.5346	35	GCA_000697095.1	-	-	-	JNDV01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02371500
Rhizopus oryzae Type I NRRL 21396	1279477	PRJNA186015	186015	Fungi	Other Fungi	42.7828	35.2	GCA_000697115.1	-	-	-	JNDW01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02352525
Rhizopus oryzae 99-133	1279478	PRJNA186016	186016	Fungi	Other Fungi	41.4529	35.4	GCA_000697135.1	-	-	-	JNDX01	-	-	-	2014/06/02	2014/06/03	Contig	IGS	SAMN02371529
Rhizopus oryzae Type I NRRL 21789	1279479	PRJNA186017	186017	Fungi	Other Fungi	42.0183	35.4	GCA_000697155.1	-	-	-	JNDY01	3921	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02352533
Jatropha curcas	180498	PRJNA63485	63485	Plants	Land Plants	318.363	33.3	GCA_000696525.1	-	-	-	AFEW01	6023	27172	27172	2014/05/23	2014/06/02	Scaffold	Chinese Academy of Sciences	SAMN02799222
Mucor circinelloides B8987	1274786	PRJNA184880	184880	Fungi	Other Fungi	36.7006	39.5	GCA_000696935.1	-	-	-	JNDM01	2210	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02351363
Halyomorpha halys	286706	PRJNA168118	168118	Animals	Insects	1150.09	30.9	GCA_000696795.1	-	-	-	JMPT01	12167	-	-	2014/05/30	2014/06/27	Scaffold	The i5k Initiative	SAMN02737379
Frankliniella occidentalis	133901	PRJNA203209	203209	Animals	Insects	415.782	50.9	GCA_000697945.1	-	-	-	JMDY01	6263	-	-	2014/06/02	2014/06/27	Scaffold	The i5k Initiative	SAMN02303501
Rhizopus microsporus B9738	1357678	PRJNA211903	211903	Fungi	Other Fungi	75.1334	33.3	GCA_000697275.1	-	-	-	JNEJ01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02371020
Mucor velutinosus B5328	1274784	PRJNA184878	184878	Fungi	Other Fungi	35.852	40.5	GCA_000696895.1	-	-	-	JNDK01	2411	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02351331
Syncephalastrum racemosum B6101	1274787	PRJNA184881	184881	Fungi	Other Fungi	29.5683	47.2	GCA_000696955.1	-	-	-	JNDN01	1035	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02351489
Lichtheimia corymbifera B2541	1357691	PRJNA211916	211916	Fungi	Other Fungi	36.6208	43.5	GCA_000697475.1	-	-	-	JNEU01	1176	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370965
Lichtheimia corymbifera 008-049	1279486	PRJNA186023	186023	Fungi	Other Fungi	36.5837	43.4	GCA_000697175.1	-	-	-	JNEE01	1626	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02352518
Lichtheimia corymbifera B5792	1357685	PRJNA211910	211910	Fungi	Other Fungi	42.4207	41.1	GCA_000697395.1	-	-	-	JNEP01	3694	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370993
Apophysomyces trapeziformis B9324	1274790	PRJNA184883	184883	Fungi	Other Fungi	35.8408	41.9	GCA_000696975.1	-	-	-	JNDP01	1400	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02351504
Apophysomyces elegans B7760	1274791	PRJNA184884	184884	Fungi	Other Fungi	38.4676	41.7	GCA_000696995.1	-	-	-	JNDQ01	1528	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02351510
Cunninghamella elegans B9769	1274792	PRJNA184885	184885	Fungi	Other Fungi	31.7435	24.5	GCA_000697015.1	-	-	-	JNDR01	1380	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02351511
Rhizopus stolonifer B9770	1274793	PRJNA184886	184886	Fungi	Other Fungi	38.026	35.5	GCA_000697035.1	-	-	-	JNDS01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02352512
Saksenaea vasiformis B4078	1274794	PRJNA184887	184887	Fungi	Other Fungi	42.5024	42.7	GCA_000697055.1	-	-	-	JNDT01	2417	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02352517
Mucor ramosissimus 97-1192	1279599	PRJNA186024	186024	Fungi	Other Fungi	42.9004	35.3	GCA_000697195.1	-	-	-	JNEF01	-	-	-	2014/06/02	2014/06/03	Contig	IGS	SAMN02352524
Cunninghamella bertholletiae 175	1279998	PRJNA186025	186025	Fungi	Other Fungi	31.1451	24.8	GCA_000697215.1	-	-	-	JNEG01	883	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02352534
Cunninghamella bertholletiae B7461	1357680	PRJNA211905	211905	Fungi	Other Fungi	31.1	24.7	GCA_000697315.1	-	-	-	JNEL01	880	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370953
Malassezia sympodialis ATCC 42132	1230383	PRJEB417	192188	Fungi	Basidiomycetes	7.66969	59.1	GCA_000349305.2	-	-	-	CANK01	65	3517	3318	2013/03/13	2013/03/13	Scaffold	SciLifeLab	-
Basidiobolus meristosporus B9252	1357683	PRJNA211908	211908	Fungi	Other Fungi	103.859	41.9	GCA_000697375.1	-	-	-	JNEO01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02371520
Basidiobolus heterosporus B8920	1357690	PRJNA211915	211915	Fungi	Other Fungi	44.0538	39.8	GCA_000697455.1	-	-	-	JNET01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02371514
Pampus argenteus	206143	PRJNA240272	240272	Animals	Fishes	350.449	38.7	GCA_000697985.1	-	-	-	JHEK01	-	-	-	2014/06/03	2014/06/03	Contig	Kuwait Institute for Scientific Research (KISR)	SAMN02699082
Umbelopsis isabellina B7317	1357687	PRJNA211912	211912	Fungi	Other Fungi	21.8708	42	GCA_000697415.1	-	-	-	JNEQ01	58	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370994
Aquilaria agallochum	1472648	PRJNA240626	240626	Plants	Land Plants	726.71	37	GCA_000696445.1	-	-	-	JMHV01	27769	-	-	2014/05/29	2014/05/30	Scaffold	Academia Sinica	SAMN02677707
Mesitornis unicolor	54374	PRJNA212899	212899	Animals	Birds	1087.29	41.3	GCA_000695765.1	-	-	-	JJRI01	67520	-	-	2014/05/01	2014/06/02	Scaffold	BGI	SAMN02339298
Corvus brachyrhynchos	85066	PRJNA212869	212869	Animals	Birds	1091.31	42	GCA_000691975.1	-	-	-	JMFN01	10547	14705	16497	2014/05/13	2014/06/02	Scaffold	BGI	SAMN02297499
Chlamydotis undulata macqueenii	187382	PRJNA212891	212891	Animals	Birds	1086.57	41.1	GCA_000695195.1	-	-	-	JMFJ01	59693	-	-	2014/05/12	2014/06/02	Scaffold	BGI	SAMN02324157
Cokeromyces recurvatus B5483	1357676	PRJNA211901	211901	Fungi	Other Fungi	29.3436	30.4	GCA_000697235.1	-	-	-	JNEH01	2637	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370952
Mucor racemosus B9645	1357677	PRJNA211902	211902	Fungi	Other Fungi	65.533	32.5	GCA_000697255.1	-	-	-	JNEI01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02371509
Mucor indicus B7402	1357679	PRJNA211904	211904	Fungi	Other Fungi	39.7972	35.8	GCA_000697295.1	-	-	-	JNEK01	3117	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02370966
Conidiobolus incongruus B7586	1357681	PRJNA211906	211906	Fungi	Other Fungi	93.8954	22.4	GCA_000697335.1	-	-	-	JNEM01	-	-	-	2014/06/02	2014/06/02	Contig	IGS	SAMN02371512
