#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Psychrobacter maritimus MR29-12	Bacteria	Proteobacteria	Gammaproteobacteria	pKLH80	NC_021158.1	HF953351	14.835	40.3438	17	-	-	-	18	1
Psychrobacter sp. DAB_AL109bw	Bacteria	Proteobacteria	Gammaproteobacteria	pP109bwP1	NC_019293.1	JQ245702	4.402	42.9123	4	-	-	-	4	-
Psychrobacter sp. DAB_AL32B	Bacteria	Proteobacteria	Gammaproteobacteria	pP32BP1	NC_019275.1	JQ245699	4.599	42.7049	6	-	-	-	6	-
Psychrobacter sp. DAB_AL43B	Bacteria	Proteobacteria	Gammaproteobacteria	pP43BP3	NC_019306.1	JQ348845	4.955	39.1927	7	-	-	-	7	-
Psychrobacter sp. DAB_AL43B	Bacteria	Proteobacteria	Gammaproteobacteria	pP43BP1	NC_019276.1	JQ245700	4.39	37.1754	6	-	-	-	6	-
Psychrobacter sp. DAB_AL43B	Bacteria	Proteobacteria	Gammaproteobacteria	pP43BP2	NC_019294.1	JQ245701	5.445	37.2452	6	-	-	-	6	-
Psychrobacter sp. DAB_AL43B	Bacteria	Proteobacteria	Gammaproteobacteria	pP43BP4	NC_019305.1	JQ348844	6.45	41.2868	7	-	-	-	7	-
Psychrobacter sp. DAB_AL60	Bacteria	Proteobacteria	Gammaproteobacteria	pP60P1	NC_019277.1	JQ245703	5.435	41.7111	6	-	-	-	6	-
Psychrobacter sp. DAB_AL60	Bacteria	Proteobacteria	Gammaproteobacteria	pP60P2	NC_019278.1	JQ245704	14.924	37.758	13	-	-	-	13	-
Psychrobacter sp. DAB_AL62B	Bacteria	Proteobacteria	Gammaproteobacteria	pP62BP1	NC_019274.1	JQ065022	34.467	36.4697	33	-	-	-	33	-
Psychrobacter sp. G	Bacteria	Proteobacteria	Gammaproteobacteria	PsyG_26	NC_021668.1	CP006266	26.087	41.1891	26	-	-	-	26	-
Psychrobacter sp. G	Bacteria	Proteobacteria	Gammaproteobacteria	PsyG_3	NC_021669.1	CP006268	3.956	38.4985	5	-	-	-	5	-
Psychrobacter sp. G	Bacteria	Proteobacteria	Gammaproteobacteria	PsyG_4	NC_021662.1	CP006267	4.518	36.5206	5	-	-	-	5	-
Psychrobacter sp. PRwf-1	Bacteria	Proteobacteria	Gammaproteobacteria	pRWF102	NC_009517.1	CP000715	2.117	40.4346	1	-	-	-	1	-
Psychrobacter sp. PRwf-1	Bacteria	Proteobacteria	Gammaproteobacteria	pRWF101	NC_009516.1	CP000714	13.956	38.2846	14	-	-	-	15	1
Pusillimonas sp. T7-7	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	NC_015459.1	CP002664	41.205	56.0078	77	-	-	-	77	-
Pyrobaculum oguniense TE7	Archaea	Crenarchaeota	Thermoprotei	extrachromosomal element	NC_016886.1	CP003317	16.887	50.5774	35	-	-	-	35	-
Pyrococcus abyssi GE5	Archaea	Euryarchaeota	Thermococci	pGT5	NC_001773.1	U49503	3.444	43.4379	2	-	-	-	2	-
Pyrococcus sp. 12/1	Archaea	Euryarchaeota	Thermococci	pP12-1	NC_014110.1	GU056178	12.205	44.6866	17	-	-	-	17	-
Pyrococcus sp. JT1	Archaea	Euryarchaeota	Thermococci	pRT1	NC_003026.1	AF393813	3.373	42.692	2	-	-	-	2	-
Pyropia tenera	Eukaryota	Other	Other	pPT4-NU	NC_012974.1	FJ956744	1.82	41.7033	2	-	-	-	-	-
Rahnella aquatilis type strain: DSM 4594	Bacteria	Proteobacteria	Gammaproteobacteria	pHW4594	NC_019221.1	FN429025	6.978	44.4397	6	-	-	2	8	-
Rahnella aquatilis DSM 30076	Bacteria	Proteobacteria	Gammaproteobacteria	pHW30076	NC_019222.1	FN429026	5.857	49.3085	4	-	-	2	6	-
Rahnella aquatilis CIP 78.65 = ATCC 33071	Bacteria	Proteobacteria	Gammaproteobacteria	pRahaq201	NC_016835.1	CP003245	463.906	52.286	408	-	-	2	426	16
Rahnella aquatilis CIP 78.65 = ATCC 33071	Bacteria	Proteobacteria	Gammaproteobacteria	pRahaq203	NC_017092.1	CP003247	8.406	45.0749	8	-	-	-	8	-
Rahnella aquatilis CIP 78.65 = ATCC 33071	Bacteria	Proteobacteria	Gammaproteobacteria	pRahaq202	NC_016819.1	CP003246	115.487	50.6932	106	-	-	-	119	13
Rahnella aquatilis HX2	Bacteria	Proteobacteria	Gammaproteobacteria	PRA2	NC_017807.1	CP003405	48.515	54.2245	49	-	-	-	49	-
Rahnella aquatilis HX2	Bacteria	Proteobacteria	Gammaproteobacteria	PRA22	NC_017773.1	CP003406	75.16	48.6748	71	-	-	-	71	-
Rahnella aquatilis HX2	Bacteria	Proteobacteria	Gammaproteobacteria	PRA1	NC_017060.1	CP003404	570.951	52.0197	519	-	-	-	519	-
Rahnella genomosp. 3 WMR126	Bacteria	Proteobacteria	Gammaproteobacteria	pHW126	NC_019295.1	FN429030	2.886	31.4622	2	-	-	-	2	-
Rahnella sp. 'WMR15'	Bacteria	Proteobacteria	Gammaproteobacteria	pHW15	NC_008053.1	AM167518	3.002	47.435	3	-	-	2	5	-
Rahnella sp. WMR104	Bacteria	Proteobacteria	Gammaproteobacteria	pHW104	NC_019224.1	FN429029	5.137	50.7689	6	-	-	-	6	-
Rahnella sp. WMR114	Bacteria	Proteobacteria	Gammaproteobacteria	pHW114A	NC_019204.1	FN429022	5.16	46.8023	6	-	-	2	8	-
Rahnella sp. WMR114	Bacteria	Proteobacteria	Gammaproteobacteria	pHW114B	NC_019296.1	FN429023	5.991	45.3514	9	-	-	2	11	-
Rahnella sp. WMR120	Bacteria	Proteobacteria	Gammaproteobacteria	pHW120	NC_019297.1	FN429024	3.69	47.9675	4	-	-	2	6	-
Rahnella sp. WMR121	Bacteria	Proteobacteria	Gammaproteobacteria	pHW121	NC_019298.1	FN429028	5.198	37.3028	6	-	-	-	6	-
Rahnella sp. WMR42	Bacteria	Proteobacteria	Gammaproteobacteria	pHW42	NC_019203.1	FN429021	4.116	45.2867	5	-	-	2	7	-
Rahnella sp. WMR66	Bacteria	Proteobacteria	Gammaproteobacteria	pHW66	NC_019223.1	FN429027	6.129	47.5771	9	-	-	-	9	-
Rahnella sp. Y9602	Bacteria	Proteobacteria	Gammaproteobacteria	pRAHAQ01	NC_015062.1	CP002506	616.549	52.0534	595	-	-	-	606	11
Rahnella sp. Y9602	Bacteria	Proteobacteria	Gammaproteobacteria	pRAHAQ02	NC_015063.1	CP002507	133.486	48.3377	124	-	-	-	139	15
Ralstonia eutropha H16	Bacteria	Proteobacteria	Betaproteobacteria	megaplasmid pHG1	NC_005241.1	AY305378	452.156	62.3081	420	-	-	-	423	3
Ralstonia eutropha JMP134	Bacteria	Proteobacteria	Betaproteobacteria	megaplasmid	NC_007336.1	CP000092	634.917	60.5909	512	-	1	-	555	43
Ralstonia eutropha JMP134	Bacteria	Proteobacteria	Betaproteobacteria	Plasmid1	NC_007337.1	CP000093	87.688	64.6588	88	-	-	-	90	2
Ralstonia pickettii 712	Bacteria	Proteobacteria	Betaproteobacteria	p712	NC_019318.1	JQ436722	62.798	62.1134	60	-	-	-	65	-
Ralstonia pickettii	Bacteria	Proteobacteria	Betaproteobacteria	pMBCP	NC_001431.1	AF144733	2.241	60.1517	3	-	-	-	3	-
Ralstonia pickettii 12D	Bacteria	Proteobacteria	Betaproteobacteria	pRp12D02	NC_012849.1	CP001647	273.136	61.607	276	-	-	-	287	11
Ralstonia pickettii 12D	Bacteria	Proteobacteria	Betaproteobacteria	pRp12D03	NC_012851.1	CP001648	51.398	61.1502	67	-	-	-	68	1
Ralstonia pickettii 12D	Bacteria	Proteobacteria	Betaproteobacteria	pRp12D01	NC_012855.1	CP001646	389.779	58.4195	427	-	-	-	432	5
Ralstonia pickettii 12J	Bacteria	Proteobacteria	Betaproteobacteria	pRPIC01	NC_010683.1	CP001070	80.934	60.4085	90	-	-	-	91	1
Ralstonia solanacearum	Bacteria	Proteobacteria	Betaproteobacteria	pJTPS1	NC_001399.1	AB015669	6.633	62.1288	15	-	-	-	15	-
Ralstonia solanacearum CMR15	Bacteria	Proteobacteria	Betaproteobacteria	pRSC35	NC_017558.1	FP885893	35.008	61.2917	45	-	-	-	45	-
Ralstonia solanacearum CMR15	Bacteria	Proteobacteria	Betaproteobacteria	CMR15_mp	NC_017589.1	FP885896	1959.33	66.8851	1597	3	4	1	1668	63
Ralstonia solanacearum FQY_4	Bacteria	Proteobacteria	Betaproteobacteria	megaplasmid	NC_021745.1	CP004013	2089.83	66.6318	1661	3	3	-	1672	5
Ralstonia solanacearum GMI1000	Bacteria	Proteobacteria	Betaproteobacteria	pGMI1000MP	NC_003296.1	-	2094.51	66.8662	1675	3	3	-	1683	2
Ralstonia solanacearum Po82	Bacteria	Proteobacteria	Betaproteobacteria	megaplasmid	NC_017575.1	CP002820	1949.17	66.7335	1680	-	-	-	1680	-
Ralstonia solanacearum PSI07	Bacteria	Proteobacteria	Betaproteobacteria	mpPSI07	NC_014310.1	FP885891	2085	66.1269	1693	-	1	2	1753	57
Ralstonia solanacearum Rs-09-161	Bacteria	Proteobacteria	Betaproteobacteria	unnamed1 	NZ_CM002758.1	CM002758	1957.12	66.991	1387	-	1	-	1408	20
Ralstonia solanacearum Rs-10-244	Bacteria	Proteobacteria	Betaproteobacteria	unnamed1 	NZ_CM002756.1	CM002756	1996.2	66.8549	1418	1	3	-	1444	22
Raoultella planticola KpNDM1	Bacteria	Proteobacteria	Gammaproteobacteria	pKpNDM1	NC_023911.1	JX515588	277.682	46.859	372	-	-	-	372	-
Rhizobium etli bv. mimosae str. IE4771	Bacteria	Proteobacteria	Alphaproteobacteria	pRetIE4771d	-	CP006990.1	729.172	61.2194	671	-	-	-	672	1
Rhizobium etli bv. mimosae str. IE4771	Bacteria	Proteobacteria	Alphaproteobacteria	pRetIE4771b	-	CP006988.1	393.846	57.4895	392	-	-	-	401	9
Rhizobium etli bv. mimosae str. IE4771	Bacteria	Proteobacteria	Alphaproteobacteria	pRetIE4771c	-	CP006989.1	470.125	61.9461	428	-	-	3	432	1
Rhizobium etli bv. mimosae str. IE4771	Bacteria	Proteobacteria	Alphaproteobacteria	pRetIE4771a	-	CP006987.1	244.771	58.768	228	-	-	-	229	1
Rhizobium etli bv. mimosae str. IE4771	Bacteria	Proteobacteria	Alphaproteobacteria	pRetIE4771e	-	CP006991.1	744.104	60.7438	700	-	-	-	702	2
Rhizobium etli bv. mimosae str. Mim1	Bacteria	Proteobacteria	Alphaproteobacteria	pRetMIM1e	NC_021909.1	CP005955	615.363	57.9396	580	-	-	-	589	9
Rhizobium etli bv. mimosae str. Mim1	Bacteria	Proteobacteria	Alphaproteobacteria	pRetMIM1b	NC_021907.1	CP005952	252.689	61.529	233	-	-	-	238	5
Rhizobium etli bv. mimosae str. Mim1	Bacteria	Proteobacteria	Alphaproteobacteria	pRetMIM1a	NC_021906.1	CP005951	181.313	61.7799	171	-	-	-	173	2
Rhizobium etli bv. mimosae str. Mim1	Bacteria	Proteobacteria	Alphaproteobacteria	pRetMIM1d	NC_021908.1	CP005954	512.054	61.632	474	-	-	3	481	4
Rhizobium etli bv. mimosae str. Mim1	Bacteria	Proteobacteria	Alphaproteobacteria	pRetMIM1f	NC_021911.1	CP005956	1082.66	60.513	1008	-	-	-	1020	12
Rhizobium etli bv. mimosae str. Mim1	Bacteria	Proteobacteria	Alphaproteobacteria	pRetNIM1c	NC_021910.1	CP005953	269.426	58.3644	262	-	-	1	266	3
Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	p42f	NC_007766.1	CP000138	642.517	61.2192	567	-	-	-	573	6
Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	symbiotic plasmid p42d	NC_004041.2	U80928	371.254	57.8159	336	-	-	-	354	18
Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	p42a	NC_007762.1	CP000134	194.229	58.0027	175	-	-	-	182	7
Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	p42b	NC_007763.1	CP000135	184.338	61.8071	163	-	-	-	165	2
Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	p42e	NC_007765.1	CP000137	505.334	61.6667	455	-	-	-	459	4
Rhizobium etli CFN 42	Bacteria	Proteobacteria	Alphaproteobacteria	p42c	NC_007764.1	CP000136	250.948	61.5179	232	-	-	-	234	2
Rhizobium etli CIAT 652	Bacteria	Proteobacteria	Alphaproteobacteria	pC	NC_010997.1	CP001077	1091.52	60.8908	976	-	-	-	989	13
Rhizobium etli CIAT 652	Bacteria	Proteobacteria	Alphaproteobacteria	pA	NC_010998.1	CP001075	414.09	62.2203	381	-	-	-	383	2
Rhizobium etli CIAT 652	Bacteria	Proteobacteria	Alphaproteobacteria	pB	NC_010996.1	CP001076	429.111	57.7594	356	-	-	-	381	25
Rhizobium leguminosarum bv. trifolii CB782	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed3	-	CP007070.1	251.612	57.3236	257	-	-	-	257	-
Rhizobium leguminosarum bv. trifolii CB782	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed2	-	CP007069.1	509.829	61.7021	483	-	-	-	483	-
Rhizobium leguminosarum bv. trifolii CB782	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	-	CP007068.1	1563.77	60.3104	1513	-	-	-	1513	-
Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria	Proteobacteria	Alphaproteobacteria	pR132503	NC_012853.1	CP001625	516.088	58.7925	494	-	-	-	560	66
Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria	Proteobacteria	Alphaproteobacteria	pR132501	NC_012848.1	CP001623	828.924	60.3655	737	-	-	-	768	31
Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria	Proteobacteria	Alphaproteobacteria	pR132502	NC_012858.1	CP001624	660.973	60.8184	624	-	-	-	661	37
Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria	Proteobacteria	Alphaproteobacteria	pR132505	NC_012854.1	CP001627	294.782	60.3707	275	-	-	-	287	12
Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria	Proteobacteria	Alphaproteobacteria	pR132504	NC_012852.1	CP001626	350.312	60.5646	306	-	-	-	315	9
Rhizobium leguminosarum bv. trifolii WSM1689	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed5	-	CP007050.1	259.408	60.7005	251	-	-	-	251	-
Rhizobium leguminosarum bv. trifolii WSM1689	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed3	-	CP007048.1	341.391	58.2057	354	-	-	-	354	-
Rhizobium leguminosarum bv. trifolii WSM1689	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	-	CP007046.1	667.306	60.9442	628	-	-	-	628	-
Rhizobium leguminosarum bv. trifolii WSM1689	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed2	-	CP007047.1	518.052	61.246	499	-	-	-	499	-
Rhizobium leguminosarum bv. trifolii WSM1689	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed4	-	CP007049.1	262.704	61.1407	255	-	-	-	255	-
Rhizobium leguminosarum bv. trifolii WSM2304	Bacteria	Proteobacteria	Alphaproteobacteria	pRLG202	NC_011366.1	CP001193	501.946	61.9581	450	-	-	-	458	8
Rhizobium leguminosarum bv. trifolii WSM2304	Bacteria	Proteobacteria	Alphaproteobacteria	pRLG204	NC_011371.1	CP001194	257.956	61.3868	223	-	-	-	228	5
Rhizobium leguminosarum bv. trifolii WSM2304	Bacteria	Proteobacteria	Alphaproteobacteria	pRLG203	NC_011370.1	CP001195	308.747	57.9011	256	-	-	-	282	26
Rhizobium leguminosarum bv. trifolii WSM2304	Bacteria	Proteobacteria	Alphaproteobacteria	pRLG201	NC_011368.1	CP001192	1266.11	60.3599	1161	-	-	-	1244	83
Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	pRL12	NC_008378.1	-	870.021	61.0247	780	-	-	-	790	9
Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	pRL10	NC_008381.1	AM236084	488.135	59.6044	442	-	-	-	471	29
Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	pRL11	NC_008384.1	AM236085	684.202	60.9728	634	-	-	-	644	10
Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	pRL8	NC_008383.1	AM236082	147.463	58.7449	132	-	-	-	142	10
Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	pRL9	NC_008379.1	AM236083	352.782	60.9909	305	-	-	-	313	8
Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	pRL7	NC_008382.1	AM236081	151.564	57.6219	156	-	-	-	186	30
Rhizobium sp. IRBG74	Bacteria	Proteobacteria	Alphaproteobacteria	III	NC_022536.1	HG518324	584.965	57.484	675	-	-	2	679	2
Rhizobium sp. LPU83	Bacteria	Proteobacteria	Alphaproteobacteria	IV	-	HG916854.1	759.787	59.1832	805	-	-	-	805	-
Rhizobium sp. LPU83	Bacteria	Proteobacteria	Alphaproteobacteria	V	-	HG916855.1	1932.03	59.164	1941	-	-	-	1941	-
Rhizobium sp. LPU83	Bacteria	Proteobacteria	Alphaproteobacteria	II	-	HG916853.1	151.687	59.6511	161	-	-	-	161	-
Rhizobium sp. LPU83	Bacteria	Proteobacteria	Alphaproteobacteria	pLPU83b	-	CBYB000000000.1	530.839	57.9245	560	-	-	-	582	22
Rhizobium sp. PRF 81	Bacteria	Proteobacteria	Alphaproteobacteria	pPRF81a	NZ_AQHN01000095.1	AQHN01000095	144.79	59.0655	132	-	-	-	132	-
Rhizobium sp. PRF 81	Bacteria	Proteobacteria	Alphaproteobacteria	pPRF81b	NZ_AQHN01000096.1	AQHN01000096	176.07	59.0799	149	-	-	-	149	-
Rhizobium tropici CIAT 899	Bacteria	Proteobacteria	Alphaproteobacteria	pRtrCIAT899a	NC_020060.1	CP004016	216.61	58.6243	212	-	-	-	224	12
Rhizobium tropici CIAT 899	Bacteria	Proteobacteria	Alphaproteobacteria	pRtrCIAT899c	NC_020062.1	CP004018	2083.2	59.3562	1905	-	-	-	1934	29
Rhizobium tropici CIAT 899	Bacteria	Proteobacteria	Alphaproteobacteria	pRtrCIAT899b	NC_020061.1	CP004017	549.467	57.624	500	-	-	-	594	94
Rhizoctonia solani	Eukaryota	Fungi	Basidiomycetes	pRS64-2	NC_004983.1	D88538	2.877	47.3062	-	-	-	-	-	-
Rhodobacter blasticus	Bacteria	Proteobacteria	Alphaproteobacteria	pMG160	NC_004527.1	AB082959	3.431	67.0358	3	-	-	-	3	-
Rhodobacter capsulatus SB 1003	Bacteria	Proteobacteria	Alphaproteobacteria	pRCB133	NC_014035.1	CP001313	132.962	66.4656	149	-	-	-	153	4
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	C	NC_007489.1	CP000146	105.284	63.7618	82	-	-	-	90	8
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	D	NC_007490.2	CP000147	100.827	63.8331	94	-	-	-	112	18
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	A	NC_009007.1	DQ232586	114.045	69.2534	87	-	-	-	90	3
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	E	NC_009008.1	DQ232587	37.1	66.8059	29	-	-	-	32	3
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	B	NC_007488.2	CP000145	114.179	70.0742	103	-	-	-	105	2
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	Ax	NZ_AKVW01000003.1	AKVW01000003	124.31	69.597	108	-	-	-	108	-
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	B	NZ_AKVW01000004.1	AKVW01000004	114.178	70.0765	104	-	-	-	104	-
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	D	NZ_AKVW01000006.1	AKVW01000006	100.819	64.2885	99	-	-	-	100	1
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	Dx	NZ_AKVW01000007.1	AKVW01000007	52.135	63.9321	43	-	-	-	43	-
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	C	NZ_AKVW01000005.1	AKVW01000005	105.281	63.7627	87	-	-	-	89	2
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	C	NZ_AKBU01000005.1	AKBU01000005	105.281	63.7627	87	-	-	-	89	2
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	Ax	NZ_AKBU01000003.1	AKBU01000003	124.31	69.597	108	-	-	-	108	-
Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Alphaproteobacteria	B	NZ_AKBU01000004.1	AKBU01000004	114.178	70.0765	104	-	-	-	104	-
Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	pRSPA04	NC_009432.1	CP000665	36.198	64.0477	31	-	-	-	32	1
Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	pRSPA05	NC_009433.1	CP000666	13.873	58.9274	12	-	-	-	12	-
Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	pRSPA03	NC_009431.1	CP000664	121.962	69.3609	109	-	-	-	114	5
Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	pRSPA01	NC_009429.1	CP000662	877.879	67.6918	802	6	11	-	849	30
Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Alphaproteobacteria	pRSPA02	NC_009430.1	CP000663	289.489	67.5984	268	3	3	-	278	4
Rhodobacter sphaeroides ATCC 17029	Bacteria	Proteobacteria	Alphaproteobacteria	pRSPH01	NC_009040.1	CP000579	122.606	69.614	107	-	-	-	118	11
Rhodobacter sphaeroides KD131	Bacteria	Proteobacteria	Alphaproteobacteria	pRSKD131A	NC_011962.1	CP001152	157.345	70.0906	142	-	-	-	142	-
Rhodobacter sphaeroides KD131	Bacteria	Proteobacteria	Alphaproteobacteria	pRSKD131B	NC_011960.1	CP001153	103.355	69.8302	102	-	-	-	102	-
Rhodobacter sphaeroides WS8N	Bacteria	Proteobacteria	Alphaproteobacteria	pWS8N_B	NZ_CM001164.1	CM001164	199.892	68.7576	192	-	-	-	192	-
Rhodobacter sphaeroides WS8N	Bacteria	Proteobacteria	Alphaproteobacteria	pWS8N_A	NZ_CM001163.1	CM001163	110.31	70.5376	102	-	-	-	102	-
Rhodococcus aetherivorans I24	Bacteria	Actinobacteria	Actinobacteria	pRA1	NC_010882.1	DQ629589	9.372	64.5006	13	-	-	-	13	-
Rhodococcus erythropolis DSM 8424	Bacteria	Actinobacteria	Actinobacteria	pRE8424	NC_006258.1	AB127588	5.987	54.7186	6	-	-	-	6	-
Rhodococcus erythropolis NI86/21	Bacteria	Actinobacteria	Actinobacteria	pFAJ2600	NC_003846.1	AF015088	5.936	60.7817	8	-	-	-	8	-
Rhodococcus erythropolis BD2	Bacteria	Actinobacteria	Actinobacteria	pBD2	NC_005073.1	AY223810	210.205	62.1945	212	-	-	-	212	-
Rhodococcus erythropolis CCM2595	Bacteria	Actinobacteria	Actinobacteria	pRECF1	NC_022125.1	CP003762	90.223	62.5328	105	-	-	-	105	-
Rhodococcus erythropolis PR4	Bacteria	Actinobacteria	Actinobacteria	pREL1	NC_007491.1	AP008931	271.577	61.9055	298	-	-	-	298	-
Rhodococcus erythropolis PR4	Bacteria	Actinobacteria	Actinobacteria	pREC2	NC_007487.1	AP008933	3.637	62.2216	3	-	-	-	3	-
Rhodococcus erythropolis PR4	Bacteria	Actinobacteria	Actinobacteria	pREC1	NC_007486.1	AP008932	104.014	63.0213	102	-	-	-	102	-
Rhodococcus erythropolis R138	Bacteria	Actinobacteria	Actinobacteria	pLRE138	NZ_CM002795.1	CM002795	247.675	60.4377	200	-	-	-	219	19
Rhodococcus erythropolis R138	Bacteria	Actinobacteria	Actinobacteria	pCRE138	NZ_CM002794.1	CM002794	84.151	60.8989	78	-	-	-	79	1
Rhodococcus fascians D188	Bacteria	Actinobacteria	Actinobacteria	pFiD188	NC_021080.1	JN093097	198.917	61.8429	184	-	-	-	184	-
Rhodococcus hoagii 103S = PAM1126	Bacteria	Actinobacteria	Actinobacteria	pVAPA1037	NC_011151.1	AM947677	80.61	64.6123	65	-	-	-	73	8
Rhodococcus hoagii PAM1593	Bacteria	Actinobacteria	Actinobacteria	pVAPB1593	NC_011150.1	AM947676	79.251	64.7033	68	-	-	-	72	4
Rhodococcus hoagii MBE116	Bacteria	Actinobacteria	Actinobacteria	pVAPAMBE116	NC_014247.1	HM114217	83.1	64.6041	69	-	-	-	69	-
Rhodococcus hoagii 103	Bacteria	Actinobacteria	Actinobacteria	p103	NC_002576.1	AF116907	80.609	64.6094	64	-	-	-	64	-
Rhodococcus hoagii ATCC33701	Bacteria	Actinobacteria	Actinobacteria	pREAT701	NC_004854.1	AP001204	80.61	64.6123	64	-	-	-	64	-
Rhodococcus jostii RHA1	Bacteria	Actinobacteria	Actinobacteria	pRHL2	NC_008270.1	CP000433	442.536	64.0106	454	-	-	-	458	4
Rhodococcus jostii RHA1	Bacteria	Actinobacteria	Actinobacteria	pRHL1	NC_008269.1	CP000432	1123.08	65.0501	1146	-	2	-	1150	2
Rhodococcus jostii RHA1	Bacteria	Actinobacteria	Actinobacteria	pRHL3	NC_008271.1	CP000434	332.361	64.9116	334	-	-	-	334	-
Rhodococcus opacus	Bacteria	Actinobacteria	Actinobacteria	pPDG1	-	CP008948.1	656.443	64.7241	452	-	1	-	486	-
Rhodococcus opacus	Bacteria	Actinobacteria	Actinobacteria	pPDG5	-	CP008952.1	25.175	62.7011	14	-	-	-	17	-
Rhodococcus opacus	Bacteria	Actinobacteria	Actinobacteria	pPDG3	-	CP008950.1	352.342	66.1238	291	-	-	-	307	-
Rhodococcus opacus	Bacteria	Actinobacteria	Actinobacteria	pPDG2	-	CP008949.1	426.388	63.7774	276	-	-	-	310	-
Rhodococcus opacus	Bacteria	Actinobacteria	Actinobacteria	pPDG4	-	CP008951.1	191.359	64.7432	139	-	-	-	148	-
Rhodococcus opacus B4	Bacteria	Actinobacteria	Actinobacteria	pKNR01	NC_006969.2	AP011119	4.367	64.5294	6	-	-	-	6	-
Rhodococcus opacus B4	Bacteria	Actinobacteria	Actinobacteria	pROB02	NC_012521.1	AP011117	244.997	64.211	248	-	-	-	248	-
Rhodococcus opacus B4	Bacteria	Actinobacteria	Actinobacteria	pKNR	NC_012523.1	AP011118	111.16	65.0351	102	-	-	-	102	-
Rhodococcus opacus B4	Bacteria	Actinobacteria	Actinobacteria	pKNR02	NC_006970.2	AP011120	2.773	63.8298	2	-	-	-	2	-
Rhodococcus opacus B4	Bacteria	Actinobacteria	Actinobacteria	pROB01	NC_012520.1	AP011116	558.192	65.7949	593	-	-	-	593	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	7	-	CP003956.1	37.095	66.1841	49	-	-	-	49	-
Rhodococcus opacus PD630 PD360	Bacteria	Actinobacteria	Actinobacteria	2	-	CP003951.1	97.588	63.887	125	-	-	-	125	-
